#yU		樓	510	0	1	1	14400	0	666	22	2	22	2	0						1	0	9414	100	0	0	0	0	0	0	103012	103012	103012	103012	12000	12002	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	214	0																																												-1																	202	12
#KK		樓	511	0	1	1	14400	0	666	24	2	24	2	0						1	0	7623	100	0	0	0	0	0	0	103012	103012	103012	103012	17954	17955	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	214	0																																												-1																	202	12
#LL		樓	512	0	1	1	14400	0	666	26	2	26	2	0						1	0	7639	100	0	0	0	0	0	0	103012	103012	103012	103012	17952	17953	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	214	0																																												-1																	202	12
#VV		樓	513	0	1	1	14400	0	666	28	2	28	2	0						1	0	9450	100	0	0	0	0	0	0	103012	103012	103012	103012	17962	17963	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	214	0	15037	20	10	1	15038	20	10	1	15039	20	10	2	15040	20	10	2	15041	20	10	3	15042	20	10	3	15043	20	10	4	15044	20	10	4	15045	20	10	5	15046	20	10	5				-1																	202	12
#ww		樓	514	0	1	1	14400	0	666	30	2	30	2	0						1	0	9466	100	0	0	0	0	0	0	103012	103012	103012	103012	13272	13273	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	214	0	15052	20	10	1	15053	20	10	1	15054	20	10	2	15055	20	10	2	15056	20	10	3	15057	20	10	3	15058	20	10	4	15059	20	10	4	15060	20	10	5	15061	20	10	5				-1																	202	12
#XX		樓	515	0	1	1	14400	0	666	32	2	32	2	0						1	0	9482	100	0	0	0	0	0	0	103012	103012	103012	103012	17964	17965	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	214	0	15067	20	10	1	15068	20	10	1	15069	20	10	2	15070	20	10	2	15071	20	10	3	15072	20	10	3	15073	20	10	4	15074	20	10	4	15075	20	10	5	15076	20	10	5				-1																	202	12
#YY		樓	516	0	1	1	14400	0	666	34	2	34	2	0						1	0	9491	100	0	0	0	0	0	0	103012	103012	103012	103012	17966	17967	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	214	1	15082	20	10	1	15083	20	10	1	15084	20	10	2	15085	20	10	2	15086	20	10	3	15087	20	10	3	15088	20	10	4	15089	20	10	4	15090	20	10	5	15091	20	10	5				-1																	202	12
#ZZ		樓	517	0	1	1	14400	0	666	36	2	36	2	0						1	0	9507	100	0	0	0	0	0	0	103012	103012	103012	103012	17968	17969	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	214	1																																												-1																	202	12
#aa		樓	518	0	1	1	14400	0	666	38	2	38	2	0						1	0	9523	100	0	0	0	0	0	0	103012	103012	103012	103012	17970	17971	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	215	1	15137	20	10	1	15138	20	10	1	15139	20	10	2	15140	20	10	2	15141	20	10	3	15142	20	10	3	15143	20	10	4	15144	20	10	4	15145	20	10	5	15146	20	10	5				-1																	202	12
#bb		樓	519	0	1	1	14400	0	666	40	2	40	2	0						1	0	9539	100	0	0	0	0	0	0	103012	103012	103012	103012	17972	17973	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	215	1	15157	20	10	1	15158	20	10	1	15159	20	10	2	15160	20	10	2	15161	20	10	3	15162	20	10	3	15163	20	10	4	15164	20	10	4	15165	20	10	5	15166	20	10	5				-1																	202	12
#cc		樓	520	0	1	1	14400	0	666	42	2	42	2	0						1	0	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	215	1	15011	20	10	1	15012	20	10	1	15013	20	10	2	15014	20	10	2	15015	20	10	3	15016	20	10	3	15017	20	10	4	15018	20	10	4	15019	20	10	5	15020	20	10	5				-1																	202	12
#dd		樓	522	0	1	1	14400	0	666	44	2	44	2	0						1	0	9564	100	0	0	0	0	0	0	103012	103012	103012	103012	17978	17979	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	215	1																																												-1																	202	12
#ee		樓	523	0	1	1	14400	0	666	46	2	46	2	0						1	0	9580	100	0	0	0	0	0	0	103012	103012	103012	103012	17980	17981	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	215	1																																												-1																	202	12
#ff		樓	524	0	1	1	14400	0	666	48	2	48	2	0						1	0	9596	100	0	0	0	0	0	0	103012	103012	103012	103012	17958	17959	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	215	1																																												-1																	202	12
#gg		樓	525	0	1	1	14400	0	666	50	2	50	2	0						1	0	9600	100	0	0	0	0	0	0	103012	103012	103012	103012	17960	17961	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	215	1																																												-1																	202	12
#hh		樓	526	0	1	1	14400	0	666	52	2	52	2	0						1	0	9609	100	0	0	0	0	0	0	103012	103012	103012	103012	17976	17977	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	215	1																																												-1																	202	12
#ii		樓	527	0	1	1	14400	0	666	54	2	54	2	0						1	0	9618	100	0	0	0	0	0	0	103012	103012	103012	103012	17982	17983	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	215	1																																												-1																	202	12
#jj		樓	528	0	1	1	14400	0	666	56	2	56	2	0						1	0	9634	100	0	0	0	0	0	0	103012	103012	103012	103012	17984	17985	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	215	1																																												-1																	202	12
#kk		樓	529	0	1	1	14400	0	666	58	2	58	2	0						1	0	9650	100	0	0	0	0	0	0	103012	103012	103012	103012	17986	17987	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	215	1																																												-1																	202	12
#ll		樓	530	0	1	1	14400	0	666	60	2	60	2	0						1	0	9666	100	0	0	0	0	0	0	103012	103012	103012	103012	17988	17989	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	215	1																																												-1																	202	12
#mm		樓	531	0	1	1	14400	0	666	62	2	62	2	0						1	0	9682	100	0	0	0	0	0	0	103012	103012	103012	103012	17990	17991	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	215	1																																												-1																	202	12
#nn		樓	534	0	1	1	14400	0	666	64	2	64	2	0						1	0	9698	100	0	0	0	0	0	0	103012	103012	103012	103012	17992	17993	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	215	1																																												-1																	202	12
#oo		樓	535	0	1	1	14400	0	666	66	2	66	2	0						1	0	9714	100	0	0	0	0	0	0	103012	103012	103012	103012	17994	17995	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	215	1																																												-1																	202	12
#yy		樓	536	0	1	1	14400	0	666	68	2	68	2	0						1	0	8177	100	0	0	0	0	0	0	103012	103012	103012	103012	17956	17957	0	0	1	1	1	40	60	40	60	10	20	10	20	1000	1	5	1	3	0	215	1																																												-1																	202	12
#寶箱測試		樓	539	0	1	1	14400	0	666	70	2	70	2	0						1	0	8177	100	0	0	0	0	0	0	103011	103011	103011	103011	17956	17957	0	0	1	5	5	40	60	40	60	10	20	10	20	1000	5	45	10	3	0	215	1																																												-1																	202	0
布朗山	～	00M	600	0	1	1	14400	0	36003	17	4	17	4	0	36001	57	66	57	66	1	0	7639	100	0	0	0	0	0	0	103012	103012	103012	103012	17952	17953	0	0	1	9	9	40	60	40	60	10	20	10	20	19004	31	33	1	3	3	214	0																																												-1																		3
布朗山	～1	00M	601	0	1	1	14400	0	36001	58	21	58	21	0	36002	55	12	55	12	1	0	7639	100	0	0	0	0	0	0	0	103012	103012	103012	17952	17953	0	0	1	7	7	40	60	40	60	10	20	10	20	19005	33	35	1	3	3	214	0																																												-1																		3
地下水脈	第	脈	602	0	1	1	28800	0	37010	36	30	36	30	0	37008	77	59	77	59	1	0	9650	100	0	0	0	0	0	0	103012	103012	103012	103012	103012	103012	0	0	1	12	12	40	60	40	60	10	20	10	20	20023	63	66	1	3	6	215	1																																												-1																		2
布朗山	～	00M	603	0	1	1	14400	0	36003	12	2	12	2	0	36002	61	28	61	28	1	0	7639	100	0	0	0	0	0	0	17952	17953	17953	17952	17952	17953	0	0	1	17	17	40	60	40	60	10	20	10	20	19006	68	72	1	3	8	214	0																																												-1																		3
地下遺跡	地下	階	604	0	1	1	9000	0	35000	13	34	13	34	0	35001	20	4	20	4	1	1	7849	100	0	0	0	0	0	0	103012	103012	103012	103012	13996	13997	0	0	1	12	12	60	80	60	80	10	20	10	20	19007	46	50	1	3	6	214	0																																												-1	306125	100																2
大樹	地下	階	605	0	1	1	14400	0	34017	9	6	9	6	0	34018	23	21	23	21	1	1	9482	100	0	0	0	0	0	0	103012	103012	103012	103012	17964	17965	0	0	1	9	9	60	60	60	60	15	20	15	20	19017	67	68	1	3	5	213	1	15068	20	4	1	15070	20	4	1	15072	40	4	1	15074	40	4	1	15076	60	4	1	15079	60	4	1	15080	80	4	1	15081	80	4	1	12497	100	4	1	12499	100	4	1				-1																		0
無人的洞窟	地下	樓	700	0	1	1	14400	0	33223	23	16	23	16	0	33226	7	4	7	4	1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	15	15	60	80	60	80	10	20	10	20	19002	50	60	1	3	3	214	0																																												-1																	214	0
無人的洞窟	地下	樓	701	0	1	1	14400	0	33224	23	16	23	16	0	33227	7	4	7	4	1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	15	15	60	80	60	80	10	20	10	20	19001	35	45	1	3	3	214	0																																												-1																	214	0
無人的洞窟	地下	樓	702	0	1	1	14400	0	33225	23	16	23	16	0	33228	7	4	7	4	1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	15	15	60	80	60	80	10	20	10	20	19000	20	30	1	3	3	214	0																																												-1																	214	0
時波之祠	地下	樓	703	0	1	1	14400	0	34004	9	4	9	4	0	34005	10	25	10	25	1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	10	10	60	80	60	80	10	20	10	20	20009	20	25	1	3	3	214	0																																												-1																	214	0
深綠的山道	標高	00M	704	0	1	1	14400	0	33000	290	436	290	436	0	33246	7	10	7	10	1	0	9344	100	0	0	0	0	0	0	103012	103012	103012	103012	17962	17963	0	0	1	13	13	25	45	25	45	10	20	10	20	19003	18	30	1	0	0	215	0	10094	100	4	1	10090	100	4	1	10091	100	4	1	12458	100	62	1	12459	100	50	1	12463	100	3	1	12460	100	2	1	11627	100	1	1	12471	100	5	1	15064	50	1	1				-1																	220	5
頭目的～(略)	地下	樓	705	0	1	1	14400	0	47000	11	6	11	6	0	47001	19	30	19	30	1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	5	5	50	50	50	50	10	10	10	10	24000	25	30	1	3	3	214	0																																												-1																	214	0
#巨大之門	地下	樓	799	0	1	1	14400	0	33232	15	14	15	14	0	33233	7	13	7	13	1	1	9564	100	0	0	0	0	0	0	15562	17978	15561	17979	17978	17979	0	0	1	1	1	50	60	50	60	10	18	10	18	20003	1	100	10	3	1	215	0																																												-1	321012	100	321013	100	321014	100	40484	100	40485	100	40486	100					215	12
雷姆爾山	～	00M	800	0	1	1	14400	0	47007	7	3	7	3	0	47005	55	20	55	20	1	0	7639	100	0	0	0	0	0	0	103012	103012	103012	103012	17952	17953	0	0	1	9	9	40	60	40	60	10	20	10	20	24002	29	31	1	3	3	214	0																																												-1																		3
雷姆爾山	～1	00M	801	0	1	1	14400	0	47005	70	16	70	16	0	47006	60	54	60	54	1	0	7639	100	0	0	0	0	0	0	0	103012	103012	103012	17952	17953	0	0	1	7	7	40	60	40	60	10	20	10	20	24003	31	33	1	3	3	214	0																																												-1																		3
雷姆爾山	～	00M	802	0	1	1	14400	0	47007	10	6	10	6	0	47006	32	63	32	63	1	0	7639	100	0	0	0	0	0	0	17952	17953	17953	17952	17952	17953	0	0	1	17	17	40	60	40	60	10	20	10	20	24004	48	52	1	3	8	214	0																																												-1																		3
森之迷宮			803	0	1	1	14400	0	47010	31	7	31	7	0	47011	10	14	10	14	1	0	9482	100	0	0	0	0	0	0	103012	103012	103012	103012	17964	17965	0	0	0	1	1	100	100	100	100	10	20	10	20	23001	71	73	1	3	1	213	0	15067	20	10	1	15068	20	10	1	15069	20	10	2	15070	20	10	2	15071	20	10	3	15072	20	10	3	15073	20	10	4	15074	20	10	4	15075	20	10	5	15076	20	10	5				-1																		0
森之迷宮			804	0	1	1	14400	0	47011	29	11	29	11	0	47013	52	48	52	48	1	0	9482	100	0	0	0	0	0	0	103012	103012	103012	103012	17964	17965	0	0	0	1	1	100	100	100	100	10	20	10	20	23001	71	73	1	3	1	213	0	15067	20	10	1	15068	20	10	1	15069	20	10	2	15070	20	10	2	15071	20	10	3	15072	20	10	3	15073	20	10	4	15074	20	10	4	15075	20	10	5	15076	20	10	5				-1																		0
森之迷宮			805	0	1	1	14400	0	47013	36	39	36	39	0	47014	55	34	55	34	1	0	9482	100	0	0	0	0	0	0	103012	103012	103012	103012	17964	17965	0	0	0	1	1	100	100	100	100	10	20	10	20	23001	71	73	1	3	1	213	0	15067	20	10	1	15068	20	10	1	15069	20	10	2	15070	20	10	2	15071	20	10	3	15072	20	10	3	15073	20	10	4	15074	20	10	4	15075	20	10	5	15076	20	10	5				-1																		0
森之迷宮			806	0	1	1	14400	0	47014	11	35	11	35	0	47017	22	23	22	23	1	0	9482	100	0	0	0	0	0	0	103012	103012	103012	103012	17964	17965	0	0	0	1	1	100	100	100	100	10	20	10	20	23001	71	73	1	3	1	213	0	15067	20	10	1	15068	20	10	1	15069	20	10	2	15070	20	10	2	15071	20	10	3	15072	20	10	3	15073	20	10	4	15074	20	10	4	15075	20	10	5	15076	20	10	5				-1																		0
詛咒者之洞窟	地下	階	807	0	1	1	14400	0	43000	418	249	418	249	0	47019	9	30	9	30	1	1	9650	100	0	0	0	0	0	0	0	103012	103012	103012	17986	17987	0	0	1	19	19	40	60	40	60	10	20	10	20	25024	76	77	1	3	5	213	1																																												-1																		12
詛咒者之洞窟	地下	階	808	0	1	1	14400	0	43000	580	531	580	531	0	47021	9	30	9	30	1	1	9618	100	0	0	0	0	0	0	0	103012	103012	103012	17982	17983	0	0	1	19	19	40	60	40	60	10	20	10	20	25025	76	77	1	3	5	213	1																																												-1																		12
詛咒者之洞窟	地下	階	809	0	1	1	14400	0	43000	356	619	356	619	0	47023	9	30	9	30	1	1	9634	100	0	0	0	0	0	0	0	103012	103012	103012	17984	17985	0	0	1	19	19	40	60	40	60	10	20	10	20	25026	76	77	1	3	5	213	1																																												-1																		12
秘密通道			900	0	1	1	7200	0	46030	5	4	36	9	0	46031	5	3	5	3	1	1	1191	100	0	35103	35103	35103	35103	35103	103012	103012	103012	103012	103012	103012	0	0	0	5	5	40	60	40	60	8	16	8	16	23050	56	58	1	3	0	215	0																																												-1																		0
秘密通道			901	0	1	1	7200	0	46030	5	4	36	9	0	46032	5	3	5	3	1	1	1191	100	0	35103	35103	35103	35103	35103	103012	103012	103012	103012	103012	103012	0	0	0	5	5	40	60	40	60	8	16	8	16	23050	56	58	1	3	0	215	0																																												-1																		0
秘密通道			902	0	1	1	7200	0	46030	5	4	36	9	0	46033	5	3	5	3	1	1	1191	100	0	35103	35103	35103	35103	35103	103012	103012	103012	103012	103012	103012	0	0	0	5	5	40	60	40	60	8	16	8	16	23050	56	58	1	3	0	215	0																																												-1																		0
秘密通道			903	0	1	1	7200	0	46030	5	4	36	9	0	46034	5	3	5	3	1	1	1191	100	0	35103	35103	35103	35103	35103	103012	103012	103012	103012	103012	103012	0	0	0	5	5	40	60	40	60	8	16	8	16	23050	56	58	1	3	0	215	0																																												-1																		0
秘密通道			904	0	1	1	7200	0	46030	5	4	36	9	0	46035	5	3	5	3	1	1	1191	100	0	35103	35103	35103	35103	35103	103012	103012	103012	103012	103012	103012	0	0	0	5	5	40	60	40	60	8	16	8	16	23050	56	58	1	3	0	215	0																																												-1																		0
秘密通道			905	0	1	1	7200	0	46030	5	4	36	9	0	46036	5	3	5	3	1	1	1191	100	0	35103	35103	35103	35103	35103	103012	103012	103012	103012	103012	103012	0	0	0	5	5	40	60	40	60	8	16	8	16	23050	56	58	1	3	0	215	0																																												-1																		0
魔導研究塔			906	0	1	1	14400	0	46045	15	8	15	8	0	46047	25	44	25	44	1	0	3256	100	0	15827	15827	15827	15827	15827	103012	103012	103012	103012	12000	12002	0	0	1	16	16	40	80	40	80	10	20	10	20	23049	64	65	1	3	8	214	0																																												-1																		0
麥尼洞窟	地下	樓	907	0	1	1	10800	0	43981	40	39	40	39	0	43982	34	41	34	41	1	1	9466	100	0	0	0	0	0	0	0	13272	0	13273	13272	13273	0	0	1	16	16	30	80	30	80	10	20	10	20	24005	71	71	1	3	8	213	0	11098	20	10	1	11099	20	10	1	11100	20	10	2	11101	20	10	2	15053	20	5	3	15052	20	5	3	15058	20	5	4	15059	20	5	4	15060	20	5	5	15061	20	5	5				-1																		12
島之洞窟	地下	樓	908	0	1	1	12600	0	46055	14	12	14	12	0	46057	42	28	42	28	1	1	7623	100	0	0	0	0	0	0	103012	103012	103012	103012	13272	13273	0	0	1	9	9	30	80	30	80	10	20	10	20	24008	73	73	1	3	5	213	0																																												-1																		0
島之洞窟	地下	樓	909	0	1	1	12900	0	46056	47	4	47	4	0	46058	13	25	13	25	1	1	7623	100	0	0	0	0	0	0	0	103012	103012	103012	13272	13273	0	0	1	9	9	30	80	30	80	10	20	10	20	24008	73	73	1	3	5	213	0																																												-1																		0
夢魔的迷宮	第	層	911	0	1	1	14400	0	59715	233	116	233	116	0	59715	214	36	214	36	1	1	9482	100	0	0	0	0	0	0	103012	103012	103012	103012	17964	17965	0	0	1	5	5	80	100	80	100	15	20	15	20	306000	20	25	1	5	0	214	1	15068	20	8	1	15070	20	8	1	15072	40	8	1	15074	40	8	1	15076	60	5	1	15079	60	5	1	15080	80	5	1	15081	80	5	1	12497	100	8	1	12499	100	8	1				-1	806343	100															214	0
蟲洞	地下	層	912	0	1	1	7200	0	59503	202	264	204	266	0	59714	33	144	33	144	1	1	7639	100	0	0	0	0	0	0	103012	103012	103012	103012	13272	13273	0	0	1	5	8	50	70	50	70	5	10	10	20	305100	30	35	1	3	5	215	1																																												-1	806344	100	806345	100	806369	100	804830	100										0
羽音洞窟	第	層	913	0	1	1	18000	0	59503	72	161	73	166	0						1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	3	3	60	80	60	80	15	20	15	20	306002	32	35	1	3	0	216	1	15011	20	10	1	15012	20	10	1	15013	20	10	2	15014	20	10	2	15015	15	10	3	15016	15	10	3	15017	15	5	4	15018	15	5	4	15019	10	5	5	15020	10	5	5				-1	806346	100	806347	100														0
#貝勒森林　外城		階	914	0	1	1	14400	0	59714	69	111	69	111	0	59717	91	172	91	172	1	1	3256	100	0	15827	15827	15827	15827	15827	103012	103012	103012	103012	12000	12002	0	0	1	3	3	80	100	80	100	20	40	20	40	305110	60	75	2	3	2	214	0																																												-1	806348	100	806349	100														0
#貝勒森林　火之領域		區	915	0	1	1	7200	0	59717	140	71	140	71	0	59717	213	51	213	51	1	1	9618	100	0	0	0	0	0	0	103012	103012	103012	103012	17982	17983	0	0	1	4	5	50	80	50	80	20	40	20	40	305130	67	77	2	3	4	215	1																																												-1	805001	100	805002	100														8
#貝勒森林　水之領域		區	916	0	1	1	7200	0	59717	147	86	147	86	0	59717	242	74	242	74	1	1	9491	100	0	0	0	0	0	0	103012	103012	103012	103012	17966	17967	0	0	1	4	5	60	90	50	90	20	30	20	30	305135	67	77	2	3	5	215	0																																												-1	805003	100	805004	100														2
#貝勒森林　土之領域		區	917	0	1	1	7200	0	59717	183	21	183	21	0	59717	255	93	255	93	1	1	9523	100	0	0	0	0	0	0	103012	103012	103012	103012	17970	17971	0	0	1	4	5	80	100	80	100	30	50	30	50	305125	77	87	2	3	7	215	1																																												-1	805005	100	805006	100														4
#貝勒森林　本城	地下	階	918	0	1	1	14400	0	59717	199	108	199	108	0	59717	249	292	249	292	1	1	9344	100	0	0	0	0	0	0	103012	103012	103012	103012	17962	17963	0	0	1	3	8	70	90	60	90	20	30	20	30	305115	67	77	2	0	5	215	1																																												-1	804998	100	804999	100													2	5
#貝勒森林　本城	地下	階	919	0	1	1	7200	0	59717	262	320	262	320	0	59717	324	179	324	179	1	1	9344	100	0	0	0	0	0	0	103012	103012	103012	103012	17962	17963	0	0	1	5	6	50	60	50	60	15	30	15	30	305120	77	87	2	0	10	215	1																																												-1	805000	100															2	5
#豐收寶窟	地下	階	920	0	1	1	7200	0	59715	275	112	275	112	0	59715	318	127	318	127	1	1	9682	100	0	0	0	0	0	0	103012	103012	103012	103012	17990	17991	0	0	1	1	1	50	70	50	70	10	20	10	20	306020	1	50	1	3	75	215	0																																												-1	804910	100	804911	100	804912	100	804913	100	804914	100	804920	100	804921	100	804922	100		10
#收穫祭迷宮	地下	階	921	0	1	1	7200	0	59715	318	145	318	145	0	59715	264	176	264	176	1	1	9682	100	0	0	0	0	0	0	103012	103012	103012	103012	17990	17991	0	0	1	1	1	50	70	50	70	10	20	10	20	305150	51	100	1	3	100	215	0																																												-1	804915	100	804916	100	804917	100	804918	100	804919	100	804923	100	804924	100	804936	100		10
海底墓場外苑	第	地帶	922	0	1	1	7200	0	59714	122	69	122	69	0	59714	142	69	142	69	1	1	9491	100	0	0	0	0	0	0	103012	103012	103012	103012	17966	17967	0	0	1	4	5	60	90	50	90	20	30	20	30	305180	25	30	2	3	5	215	0																																												-1	806401	100	806459	100	806460	100	806461	100	806462	100	806474	100	806475	100				2
四昏神的領域	地下	階	923	0	1	1	14400	0	59716	166	141	166	141	0	59716	67	184	67	184	1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	5	7	40	80	40	80	10	20	10	20	305202	25	30	1	3	4	214	0					15012	10	5	1	15013	10	5	1	15014	10	5	1	15015	10	5	1	15016	10	5	1	15017	10	5	1	15018	10	5	1	15019	10	5	1	15020	10	5	1				-1																	214	6
深草綠洞	第	層	924	0	1	1	14400	0	59715	315	213	315	213	0	59715	119	86	119	86	1	1	9482	100	0	0	0	0	0	0	103012	103012	103012	103012	17964	17965	0	0	1	5	5	80	100	80	100	20	30	20	30	305220	45	50	1	3	0	214	1	15068	20	8	1	15070	20	8	1	15072	40	8	1	15074	40	8	1	12478	20	5	1	12480	20	5	1	12482	40	8	1	12484	40	8	1	12497	100	10	1	12499	100	10	1				-1	804848	100	804849	100													214	0
怨靈洞窟	第	層	925	0	1	1	14400	0	59715	123	104	123	104	0						1	1	9618	100	0	0	0	0	0	0	103012	103012	103012	103012	17982	17983	0	0	1	8	8	80	100	80	100	20	30	20	30	305221	50	65	2	3	0	214	1																																												-1	804852	100	804853	100	804854	100											214	0
白之練兵場	第	層	936	0	1	1	28800	0	59750	52	159	52	159	0	59750	158	187	158	187	1	1	8177	100	0	0	0	0	0	0	103012	103012	103012	103012	17956	17957	0	0	1	5	5	70	90	70	90	20	30	20	30	306300	60	65	1	3	0	214	1																																												-1	804778	100	804779	100													214	0
白之練兵場	第	層	937	0	1	1	28800	0	59750	52	162	52	162	0	59750	158	190	158	190	1	1	8177	100	0	0	0	0	0	0	103012	103012	103012	103012	17956	17957	0	0	1	5	5	70	90	70	90	20	30	20	30	306301	60	65	1	3	0	214	1																																												-1	804780	100	804781	100													214	0
白之練兵場	第	層	938	0	1	1	28800	0	59750	55	164	55	164	0	59750	156	190	156	190	1	1	8177	100	0	0	0	0	0	0	103012	103012	103012	103012	17956	17957	0	0	1	5	5	70	90	70	90	20	30	20	30	306302	60	65	1	3	0	214	1																																												-1	804782	100	804783	100													214	0
白之練兵場	第	層	939	0	1	1	28800	0	59750	59	164	59	164	0	59750	156	187	156	187	1	1	8177	100	0	0	0	0	0	0	103012	103012	103012	103012	17956	17957	0	0	1	5	5	70	90	70	90	20	30	20	30	306303	60	65	1	3	0	214	1																																												-1	804784	100	804785	100													214	0
機密實驗場	第	層	940	0	1	1	43200	0	59750	130	77	130	77	0	59750	196	10	196	10	1	1	3256	100	0	15827	15827	15827	15827	15827	103012	103012	103012	103012	12000	12002	0	0	1	3	3	60	70	60	70	10	20	10	20	306304	84	89	1	3	0	214	0																																												-1																	214	0
機密實驗場	第	層	941	0	1	1	43200	0	59750	162	109	162	109	0	59750	230	44	230	44	1	1	3256	100	0	15827	15827	15827	15827	15827	103012	103012	103012	103012	12000	12002	0	0	1	3	3	60	70	60	70	10	20	10	20	306304	84	89	1	3	0	214	0																																												-1																	214	0
機密實驗場	第	層	942	0	1	1	43200	0	59750	208	305	208	305	0	59750	265	79	265	79	1	1	3256	100	0	15827	15827	15827	15827	15827	103012	103012	103012	103012	12000	12002	0	0	1	3	3	60	70	60	70	10	20	10	20	306304	84	89	1	3	0	214	0																																												-1																	214	0
機密實驗場	第	層	943	0	1	1	43200	0	59750	241	338	241	338	0	59750	300	114	300	114	1	1	3256	100	0	15827	15827	15827	15827	15827	103012	103012	103012	103012	12000	12002	0	0	1	3	3	60	70	60	70	10	20	10	20	306304	84	89	1	3	0	214	0																																												-1																	214	0
心傷者的避難所	第	層	944	0	1	1	21600	0	59714	79	125	79	125	0	59714	64	168	64	168	1	0	9491	100	0	0	0	0	0	0	103012	103012	103012	103012	17966	17967	0	0	1	5	5	70	70	70	70	10	20	10	20	306314	49	54	1	3	0	215	1	15082	20	10	1	15083	20	10	1	15084	20	10	2	15085	20	10	2	15086	20	10	3	15087	20	10	3	15088	20	10	4	15089	20	10	4	15090	20	10	5	15091	20	10	5				-1	808009	100	808010	100	808011	100	808012	100										12
藍星的考驗	地下	樓	947	0	1	1	10800	0	59752	208	306	208	306	0	59752	162	109	162	109	1	1	9596	100	0	0	0	0	0	0	103010	103010	103010	103010	17966	17967	0	0	1	15	18	60	80	60	80	10	20	10	20	306338	65	70	1	3	10	215	1																																												-1																		0
紅星的考驗	地下	樓	948	0	1	1	10800	0	59752	241	339	241	339	0	59752	194	141	194	141	1	1	9666	100	0	0	0	0	0	0	103011	103011	103011	103011	17988	17989	0	0	1	15	18	60	80	60	80	10	20	10	20	306340	65	70	1	3	10	215	1																																												-1																		0
秘密回廊		層	949	0	1	1	28800	0	59752	140	77	140	77	0	59752	157	190	157	190	1	1	3256	100	0	15827	15827	15827	15827	15827	103012	103012	103012	103012	12000	12002	0	0	1	25	25	70	90	70	90	10	20	10	20	308090	51	60	2	3	5	214	0																																												-1																		0
冒險庭園	地下	階	945	0	1	1	7200	0	59750	84	268	84	268	0	59753	47	169	47	169	1	1	9714	100	0	0	0	0	0	0	103012	103012	103012	103012	17994	17995	0	0	1	1	1	50	70	50	70	10	20	10	20	308026	1	50	1	3	150	215	0																																												-1	804484	100	804485	100	804487	100	804488	100	804489	100	804490	100	804491	100	804492	100		10
流沙骨洞	地下	階	946	0	1	1	7200	0	59753	59	181	59	181	0	59753	201	19	201	19	1	1	7804	100	0	13081	13109	13087	13083	13096	103012	103012	103012	103012	13998	13999	0	0	1	1	1	50	70	50	70	10	20	10	20	306331	50	100	1	3	200	215	0	15158	100	5	1	15160	40	5	1	15164	20	5	1	15167	10	5	1	15177	40	5	1	15178	20	5	1	15184	10	3	1	15186	10	3	1	15191	5	3	1	15197	5	3	1				-1	804493	100	804494	100	804496	100	804497	100	804498	100	804499	100	804500	100	804201	100		0
