御用制鞋師		334	2	20000	29000	213					3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10	8				
制鞋名師		335	2	40000	47000	213					4	4	4	4	4	4	4	4	4	4	4	4	4	4	11	10	10	10	10	10	10	10	10	10				
制鞋巨匠		336	2	20000	1000000	213					5	5	5	5	5	5	5	5	5	5	5	5	5	5	11	10	10	10	10	10	10	10	10	10				
制鞋神匠		337	2	20000	1000000	213					5	5	5	5	5	5	5	5	5	5	5	5	5	5	11	10	10	10	10	10	10	10	10	10				
造盾學徒		341	2	0	0						2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造盾工		342	2	5000	4000	214					2	2	2	2	2	2	2	6	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深造盾師傅		343	2	10000	14000	214					3	3	3	3	3	3	3	8	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造盾師		344	2	20000	29000	214					3	3	3	3	3	3	3	10	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造盾名師		345	2	40000	47000	214					4	4	4	4	4	4	4	11	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
造盾巨匠		346	2	20000	1000000	214					5	5	5	5	5	5	5	11	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
造盾神匠		347	2	20000	1000000	214					5	5	5	5	5	5	5	11	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
料理學徒		351	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
廚師		352	2	5000	4000	215					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深大廚師		353	2	10000	14000	215					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用廚師		354	2	20000	29000	215					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
料理鐵人		355	2	40000	47000	215					4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
料理王		356	2	20000	1000000	215					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
食神		357	2	20000	1000000	215					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
實習藥劑師		361	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
藥劑師		362	2	5000	4000	216					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深藥劑大師		363	2	10000	14000	216					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用藥劑師		364	2	20000	29000	216					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
煉金術士		365	2	40000	47000	216					4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
藥聖		366	2	20000	1000000	216					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
藥仙		367	2	20000	1000000	216					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
武器修理學徒		371	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
武器修理工		372	2	5000	6000	217					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深武器修理師傅		373	2	10000	19000	217					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用武器修理師		374	2	20000	37000	217					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
武器修理專家		375	2	40000	57000	217					4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
武器修理達人		376	2	20000	1000000	217					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
武器修理王		377	2	20000	1000000	217					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
防具修理學徒		381	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
防具修理工		382	2	5000	6000	218					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深防具修理師傅		383	2	10000	19000	218					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用防具修理師		384	2	20000	37000	218					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
防具修理專家		385	2	40000	57000	218					4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
防具修理達人		386	2	20000	1000000	218					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
防具修理王		387	2	20000	1000000	218					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
鑒定學徒		391	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
鑒定士		392	2	5000	6000	219					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深鑒定師傅		393	2	10000	19000	219					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用鑒定師		394	2	20000	37000	219					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
鑒定專家		395	2	40000	57000	219					4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
鑒定達人		396	2	20000	1000000	219					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
鑒定王		397	2	20000	1000000	219					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
刻印學徒		401	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
刻印工		402	2	5000	6000	220					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
刻印師		403	2	10000	19000	220					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用刻印師		404	2	20000	37000	220					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
銅之刻印師		405	2	20000	57000	220					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
銀之刻印師		406	2	20000	1000000	220					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
金之刻印王		407	2	20000	1000000	220					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
實習偵探		411	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
偵探		412	2	5000	6000	221					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
名偵探		413	2	10000	19000	221					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
大偵探		414	2	20000	37000	221					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
超級偵探		415	2	40000	57000	221					4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
推理專家		416	2	20000	1000000	221					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
神探		417	2	20000	1000000	221					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
道童		421	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
道士		422	2	5000	6000	222					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
半仙		423	2	10000	19000	222					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
仙人		424	2	20000	37000	222					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
歌仙		425	2	40000	57000	222					4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
華仙		426	2	20000	1000000	222					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
神仙		427	2	20000	1000000	222					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
實習護士		431	2	0	0						2	2	2	2	2	3	4	0	0	4	0	4	2	0	4	4	4	4	4	4	4	4	4					
護士		432	2	5000	6000	223					2	2	2	2	2	4	6	1	0	6	0	6	2	0	6	6	6	6	6	6	6	6	6	4				
資深護士		433	2	10000	19000	223					3	3	3	3	3	5	8	2	0	8	0	8	3	0	8	8	8	8	8	8	8	8	8	6				
護士長		434	2	20000	37000	223					3	3	3	3	3	6	10	3	0	10	0	10	3	0	10	10	10	10	10	10	10	10	10	8				
護理專家		435	2	40000	57000	223					5	5	5	5	5	7	11	5	0	11	0	11	5	0	11	10	10	10	10	10	10	10	10	10				
超級護理師		436	2	20000	1000000	223					5	5	5	5	5	7	11	5	0	11	0	11	5	0	11	10	10	10	10	10	10	10	10	10				
白衣天使		437	2	20000	1000000	223					5	5	5	5	5	7	11	5	0	11	0	11	5	0	11	10	10	10	10	10	10	10	10	10				
實習醫師		441	2	0	0						2	2	2	2	2	4	3	0	0	4	0	4	2	0	4	4	4	4	4	4	4	4	4					
醫師		442	2	5000	6000	224					2	2	2	2	2	6	4	1	0	6	0	6	2	0	6	6	6	6	6	6	6	6	6	4				
資深醫師		443	2	10000	19000	224					3	3	3	3	3	8	5	2	0	8	0	8	3	0	8	8	8	8	8	8	8	8	8	6				
御醫		444	2	20000	37000	224					3	3	3	3	3	10	6	3	0	10	0	10	3	0	10	10	10	10	10	10	10	10	10	8				
神醫		445	2	40000	57000	224					5	5	5	5	5	11	7	5	0	11	0	11	5	0	11	10	10	10	10	10	10	10	10	10				
醫聖		446	2	20000	1000000	224					5	5	5	5	5	11	7	5	0	11	0	11	5	0	11	10	10	10	10	10	10	10	10	10				
醫仙		447	2	20000	1000000	224					5	5	5	5	5	11	7	5	0	11	0	11	5	0	11	10	10	10	10	10	10	10	10	10				
見習樵夫		451	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
樵夫		452	2	5000	3000	225					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深樵夫		453	2	10000	12000	225					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用樵夫		454	2	20000	25000	225					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
超級樵夫		455	2	40000	43000	225					4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
伐木專家		456	2	20000	1000000	225					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
伐木王		457	2	20000	1000000	225					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
見習獵人		461	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
獵人		462	2	5000	3000	226					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深獵人		463	2	10000	12000	226					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用獵人		464	2	20000	25000	226					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
超級獵人		465	2	40000	43000	226					4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
狩獵專家		466	2	20000	1000000	226					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
神獵者		467	2	20000	1000000	226					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
見習礦工		471	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
礦工		472	2	5000	3000	227					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深礦工		473	2	10000	12000	227					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用礦工		474	2	20000	25000	227					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
超級礦工		475	2	40000	43000	227					4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
挖掘專家		476	2	20000	10000000	227					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
挖掘之神		477	2	20000	10000000	227					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
超級職		481	1	0	0						11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	10	10	10	10	10	10	10	10					
爆彈術學徒		1001	1	0	0						1	1	1	1	2	2	2	1	1	2	1	2	2	1	2	4	4	4	4	4	4	4	4					
爆彈師		1002	1	5000	12000	2001					2	2	2	2	3	4	4	2	2	3	2	3	3	2	3	6	6	6	6	6	6	6	6	4				
資深爆彈師		1003	1	10000	55000	2001					3	3	3	3	4	5	5	3	3	4	3	4	4	3	4	8	8	8	8	8	8	8	8	6				
皇家爆彈師		1004	1	20000	110000	2001					4	4	4	4	5	6	6	4	4	5	4	5	5	4	5	10	10	10	10	10	10	10	10	8				
赫密斯傳承者		1005	1	40000	190000	2001					4	4	4	4	5	6	6	4	4	5	4	5	5	4	5	10	10	10	10	10	10	10	10	10				
赫密斯神再世		1006	1	1000000	1000000	2001					4	4	4	4	5	6	6	4	4	5	4	5	5	4	5	10	10	10	10	10	10	10	10	10				
水星守護神		1007	1	1000000	1000000	2001					4	4	4	4	5	6	6	4	4	5	4	5	5	4	5	10	10	10	10	10	10	10	10	10				
見習紡織工		1011	2	0	0						2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
紡織工		1012	2	5000	3000	2000					2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
資深紡織工		1013	2	10000	12000	2000					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用紡織工		1014	2	20000	25000	2000					3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
織布專家		1015	2	40000	43000	2000					4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10				
織布巧手		1016	2	20000	1000000	2000					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
天星織者		1017	2	20000	1000000	2000					5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10				
殺生丸		1018	1	20000	1000000						10	10	10	0	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
夜叉姬		1019	1	20000	1000000						0	0	0	10	0	0	0	0	0	10	0	10	10	0	10	10	10	10	10	10	10	10	10					
帝國龍騎士		2011	1	0	10000000						11	11	11	0	4	4	4	11	11	4	11	4	0	11	4	10	10	10	10	10	10	10	10	0	0	0	0	
風鷹狩獵者		2021	1	0	10000000						5	5	5	7	11	11	11	5	4	11	4	11	0	4	11	10	10	10	10	10	10	10	10	10	0	0	0	
影武追跡者		2031	1	0	10000000						10	10	10	0	10	11	11	10	1	11	0	11	0	1	11	10	10	10	10	10	10	10	10	10	0	0	0	
魔導聖別者		2041	1	0	10000000						0	0	0	11	0	5	5	0	0	11	0	5	11	0	11	10	10	10	10	10	10	10	10	10	10	10	10	
